magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami
5.3,3,5,730,281,1.9402504855421947,58.42965033182907,308.34588396677225,-22.107817478836168,-174.2927236655159,2009,10,0
5.1,5,5,389,16,1.2797319309504256,121.09607752444632,46.027790438419956,72.60048117408692,-146.88557615851204,1986,3,0
6.2,6,2,949,70,0.7852985421432679,60.708041289760736,16.658977272311844,-77.45567458857846,-62.39195188857059,2009,5,0
5.9,5,8,859,268,2.6310352385739466,32.32796065921727,86.37158339368261,-79.52084782643887,-22.618062158336215,1976,3,0
5.1,0,10,453,281,2.2271909293722754,50.64311193369149,184.9263353915147,76.86074881825348,-79.39100115732651,1977,10,0
6.7,7,6,738,6,2.1602755870367147,82.36355980507773,196.8361587070271,26.72188455265828,29.471495941694826,2022,5,0
4.4,9,0,174,102,0.018699572686484034,85.56945396398683,317.8421105692232,-21.67211583930019,-160.07407588148573,2000,1,0
6.1,10,6,972,192,2.5635406937392102,140.94004164249637,31.56450000351884,45.91087466691292,-127.9513043137495,1981,6,0
6.1,6,4,815,240,1.7403928197167504,135.02758129767224,73.09765662791673,31.01882579885543,70.29302427195609,2017,10,0
5.2,5,4,660,61,2.4153503228511166,82.22720482010433,61.554801341217015,5.6161884275273195,-128.8292927047496,2000,4,0
5.8,5,1,690,16,0.7881661965186241,152.22012283777886,81.55097423205352,-72.20279832072276,50.31907256535209,2013,4,0
4.2,4,3,540,170,3.0104238555009863,20.56268494645125,207.73433685217333,56.192325712695265,-160.3135365287884,1988,8,0
6.4,5,5,340,24,0.9982798163868045,45.96360304120227,314.93974099461013,65.88417432251245,-33.342379517109464,1979,2,0
5.3,8,9,960,250,0.0831019894934415,149.03576343040527,18.878414337411865,-59.009636060523164,-116.13259075637436,2008,4,0
5.0,9,10,253,252,1.462128491138711,68.03892695270756,143.5685270279227,63.092097355872,-140.5309382873329,1981,2,0
6.5,8,6,885,206,0.9544217657350207,176.61268058289158,162.1434564585513,68.01251598298157,24.131802060441913,1989,1,0
4.8,9,10,195,28,0.21627670121102094,83.92559067501037,6.047876948838216,8.897150211932882,154.20087792202384,2006,10,0
4.1,7,4,825,116,4.32751522451708,142.54841213347754,302.9239423244359,28.112226520083667,-160.27666274752244,2017,3,0
3.9,9,8,393,281,0.45664727237647207,72.41526744882695,70.39332287442515,-21.197282397391547,-28.24047064150767,2010,12,0
6.1,8,2,308,143,2.364433062589691,76.49163343123747,121.60217772655616,-39.27750344833212,74.71275758835972,1976,8,1
4.2,9,0,442,24,3.372548452182239,68.91896651115303,78.75875019053537,39.95696645129607,-13.432380592382287,2021,6,0
7.3,7,3,187,155,0.12465479152611036,129.4336116919461,298.08355824739846,65.13752682284547,110.33854059788825,1983,12,1
3.4,7,8,917,72,0.5548401085514567,98.55321913079901,43.4857427516567,27.73395953203456,-115.32768628891259,1980,7,0
7.2,0,3,875,119,0.4631409030564487,169.88006004630643,15.9681153216697,2.086309916378852,165.4539138099866,1976,2,0
5.7,9,1,489,92,0.1455228487625111,45.160256976138854,94.09446415453645,-61.39354196804912,-41.34145400188541,1998,6,1
5.4,10,9,424,85,0.14928870689516893,18.101291775019984,149.25441925403982,-80.37743173113273,-57.03493214006096,1979,8,0
5.0,4,4,988,117,0.49522595374544665,70.78706731785874,125.9000944535903,-9.77547775558564,134.85808602113974,1998,8,0
5.9,3,2,931,232,1.0971396425568485,111.00828737641967,281.3827381392799,-81.11707853446417,22.992131481035955,1978,4,0
5.5,1,8,256,198,0.39701866348654735,154.9438086447891,47.30770908286959,12.480233743300516,5.919963085015752,2005,6,0
6.6,7,3,767,205,2.09554328550092,62.31543960245898,222.92743678059213,-21.108745562801175,81.71205103023516,2017,5,1
5.6,2,5,750,146,1.7240410774242312,117.6816152024031,58.35748027669257,46.29404154275451,28.740325781192524,1979,9,0
5.7,3,1,732,270,0.3912682902881064,63.03576258417943,39.10980751582492,-34.983270569486976,-121.49436788743847,1988,8,0
5.1,6,5,676,138,1.1627819141085343,111.09952493900246,92.9068854058427,16.73688617413778,62.711144231374675,2000,2,0
5.4,9,2,718,180,0.37324251381797,159.26543046551717,399.51098152465266,6.783033915918082,-131.95120345843375,1986,12,0
5.8,8,8,758,29,0.48749066395049834,41.64437560669362,6.476363965703747,-89.15176340599659,110.10877392026231,1978,7,0
3.8,1,10,236,56,2.034147355772699,72.76349557926704,16.746221255924326,-76.96990831242414,176.30517517641755,2014,7,0
4.2,2,1,773,231,0.8180120810374527,178.78773535735436,269.6306055473476,-37.73372175251631,-44.14045500908054,2002,11,0
6.2,3,8,527,145,0.3886749697442815,156.34026508490294,25.962287697017473,68.80231458373771,-19.887876647275476,2003,12,0
5.7,9,4,551,47,0.2833508546349188,101.63517442131635,106.92583833455072,-63.53730811803986,-163.28388402618756,2014,1,0
5.3,0,7,711,193,0.5419051416100085,92.99296653376956,252.19184128380633,37.960979482897486,-175.05605229027182,1993,1,0
5.5,6,1,949,223,3.983152035871819,51.22806881484258,65.1683743397881,85.20598190741171,151.71096055547798,1978,12,0
5.8,1,5,918,135,1.5011779744449947,93.0976969848353,118.09248929673127,52.30215948440792,-133.69533824189085,1976,4,0
5.0,4,2,240,21,0.636693555804225,152.67266969039048,399.1101420290026,-46.26983489633209,-19.51965087859068,1985,5,0
4.7,0,9,182,5,1.4317988474842194,123.3314123900005,234.26360976763064,73.50574687435468,113.5276645880021,1988,4,0
5.7,2,4,276,203,2.593024265193306,52.20792507203758,106.98661393696233,-73.2407118284898,140.154753574195,2008,7,0
4.5,1,7,297,238,1.2512764187950636,36.26350578963593,5.13573763347334,-5.734450463267564,6.983166702048351,1975,3,0
5.9,0,9,723,184,3.0610320131996867,47.73753665942924,70.8636562549676,69.75754339075448,23.411708991341925,2019,7,1
3.8,6,0,667,291,1.3142197131049507,30.556656250708773,147.63718464716143,25.427827666236553,61.0862300867781,2020,8,0
6.5,4,4,790,219,1.9869830710703162,17.21532528426887,351.92479199313556,-15.54397834901421,166.0976892517375,1980,6,1
6.0,0,2,520,115,1.3907761327806298,75.44451139956989,313.094209074,-37.29368398730962,36.961185940021835,1981,6,1
5.8,5,3,500,48,1.4147442150608247,20.393928791688186,81.42289550811549,-22.48210704269701,21.411093404284657,2011,8,0
6.5,4,1,797,172,4.009250267381363,30.94426039087878,117.53739961562776,1.609520581671518,-174.76771130424336,1982,8,0
7.2,2,8,570,81,0.06463586319697723,98.5184431811075,72.26529970126218,-32.57209262289467,-150.8581072719518,1981,7,0
6.5,6,2,317,44,0.5129934715751827,29.62786926592345,286.8830922648147,84.41421517481393,27.78178558463864,1990,6,0
3.7,10,1,927,19,1.0879193610547349,11.498358137562512,126.56023966027008,77.95397755190612,157.04653961059313,1979,6,0
4.2,9,9,828,220,0.5165626469147164,57.12999300501934,45.436247853930354,66.72086427857772,132.0088854237822,1989,10,0
4.9,8,10,731,122,1.8936817023990393,39.657437751954156,58.3371204591361,-14.070629605922392,173.72841227719368,2019,11,0
5.5,8,8,274,233,0.5261075319345625,92.75493383898781,118.1735690251654,34.434318480341204,10.020253522058653,2005,6,0
6.0,8,6,122,220,0.4746832018727625,18.426075224977676,19.636514192524075,72.50927526647362,103.65513783759604,1997,8,0
4.8,1,5,824,2,1.4282079632865186,135.31874178293606,94.13698902596826,63.07730778220704,122.54411933616257,1993,1,0
5.7,2,0,334,181,2.903364463773739,163.12203349832495,34.80578410833721,-15.421137476362617,53.291396639110246,1974,5,0
4.7,6,4,112,205,1.6519485482059515,133.818331312115,24.498375974029386,-69.77051112199308,-58.05003448277739,2006,3,0
4.9,4,10,200,39,2.738534304354352,95.90886673225097,144.54815472636383,-76.3865345097811,-10.807763523194012,1981,12,0
4.1,1,10,635,58,0.4733601188347798,154.92020792199932,152.83905054946024,13.87152814062648,128.85014600768437,2004,8,0
4.6,2,2,975,61,1.792776826592389,125.08530836067135,58.51406827580658,25.673028337967693,-72.52274664642098,2009,11,0
4.1,9,0,622,131,2.9220888234742555,1.8992020410341737,407.4841710932855,62.97166882746433,152.5475272559935,1971,6,0
4.5,5,3,884,59,2.261258139049985,70.93622749941056,156.46896767552175,-37.34729633861441,-97.26971708784056,2019,2,0
6.6,6,1,551,121,0.46647563461317165,153.171341893224,175.05963844659823,-59.85531170099235,89.82590945644102,2010,7,1
4.6,8,1,530,106,1.8970652911895574,62.25459443554847,33.47070639467183,-21.778950027924097,47.0013243644658,2014,7,0
8.1,0,2,892,95,2.3053734908669656,6.33873123459423,469.9516796653116,-26.356477746190492,89.85579880347444,2008,5,0
6.0,10,7,705,234,0.5546547230192435,134.31233493940903,159.7943834122934,-66.15558827678615,-22.554873924265877,2011,8,0
5.7,6,7,812,61,1.103293021922605,144.36688865091634,114.93771632701689,31.01087745236738,155.75078251943444,1978,5,0
4.6,7,6,632,255,0.7338693426872547,28.90686510779554,33.97951300523604,1.5645493312876795,47.68999286813187,1991,1,0
6.2,2,5,951,48,1.0332942493644017,96.72128943177262,90.62421093312389,39.802096100657934,-76.21351036046774,2016,9,0
4.9,3,8,822,158,1.5463753183344835,34.551979019230636,112.27855852818608,-26.51559836944776,49.84382543477173,1974,4,1
5.6,9,3,751,123,1.3396885466701702,129.46219542794643,226.46052182735235,-31.373601916013584,-76.74633100546878,1981,2,0
8.1,5,0,392,206,0.3613167356278024,48.87908193194742,217.2568177169942,-4.93634645210598,-74.29233896644529,1970,4,1
5.4,9,7,909,47,1.7066586997937305,56.918722061399414,252.4876873658991,67.93332217112646,-36.14453581648755,2013,9,0
6.6,6,6,200,135,1.0609993211349589,152.09475365521826,302.424827808813,-82.74936478788354,126.87495032488283,1991,2,1
4.8,3,6,601,200,0.5964958361753366,85.73802339724278,13.914711658167455,54.869907113364974,0.10723478183712132,2007,4,0
5.5,7,2,403,249,1.0391912094036833,120.5558012192846,159.82529825179174,-23.582229721603838,64.40430320287467,2020,2,0
7.3,4,3,970,294,1.6023914482025932,72.42714913004417,30.494138477932623,63.83142464192599,-38.89161350119332,1988,5,0
4.9,0,9,639,208,0.9143550837459199,53.64123429487597,86.90906046786922,54.39654159045418,-85.10204166952268,1985,3,0
7.3,3,8,652,210,2.100467720021944,112.58605087643905,246.91105819283453,-27.222975468704092,163.6704578578433,2000,10,1
6.2,2,5,454,191,0.5451536139356984,27.87436333418783,293.5267179465442,34.897776357890876,37.289248964302544,2020,2,0
4.9,8,4,402,43,0.9488276462284834,67.13997040203535,133.7906438317644,-61.266103780780774,156.22248188977858,1972,9,1
6.1,7,2,595,28,1.8435160588512505,37.62666672946601,43.1923873253529,71.33067938948184,-106.77131920860658,1992,5,0
6.5,0,8,757,58,0.418299836700591,125.24309404933419,860.5100244423912,-17.1916083986563,-127.1181009913442,2011,10,0
6.1,10,4,867,70,0.5533039006835666,169.95759090229936,0.002937187072440395,-7.987389236063962,128.09624656460528,1987,5,0
3.9,5,4,326,91,0.7650552717987007,179.19197424285593,126.44215919918096,37.03662918665728,65.13019654221054,1995,1,0
4.8,8,3,335,264,0.9775948340188523,81.04982587948633,93.16015254828775,57.75124260687318,-112.83174026868912,1982,6,0
5.3,6,3,972,219,0.4977272745928294,45.45547013456,1.1720167381339124,-47.45830620092227,-83.0305077611264,1987,7,0
5.4,3,0,991,214,1.7486346925799838,79.70928666917834,28.54747255769186,29.043025177859178,108.23901894911205,1972,1,0
6.1,0,6,554,276,1.8451899312748585,152.50849379329028,3.1259753610260645,-19.440352099953273,-16.607296801463008,1992,9,0
5.7,1,8,112,63,2.1868135585193214,37.08102213936718,45.714689254687194,-23.633473679286965,61.394582342192706,1972,8,0
4.2,4,2,309,291,0.23760947365730367,171.37721729752627,44.31842754136713,34.20464830931785,-65.39327203103608,1994,12,0
5.9,10,1,840,244,2.2648716284361736,61.53583838366718,141.0972994542388,-20.30701065193182,-42.75721700104438,1996,8,0
6.1,4,2,496,61,2.112459619697162,177.4446587010549,123.86620423122619,-27.700469970406623,176.6565211043178,2013,7,0
6.1,7,0,199,169,1.646681446146114,150.9495997561132,74.2093899761368,60.45991346272365,-90.85784861710133,1996,5,0
6.6,5,5,130,268,0.047062592970865125,145.54269614653026,149.31633410998523,-71.77029771041884,2.32429573314505,2021,3,0
6.3,7,10,997,266,1.8324102993510059,57.222841279191044,292.8908107450314,31.660672109437925,123.98484354859158,2008,12,0
6.0,1,10,627,53,1.1728847037743622,1.5798981506273035,81.36884873829563,-45.229429117687566,-93.87964308029113,1994,9,0
5.4,2,6,748,15,2.5453603193054124,68.78392358867781,347.11926318040327,-87.21031647128575,-30.52304759364094,1993,7,0
3.8,5,10,428,7,0.4995631723089249,54.32568653928486,14.88582110468392,-59.98243160291544,41.43286345319578,1977,11,0
5.9,9,10,265,103,0.243391419507343,6.731458273583513,181.58725855061516,19.19907535965619,-6.7722654689630986,1978,10,0
5.7,2,1,558,58,0.06744766564166849,90.96574617106734,259.15583032047306,37.642894467468736,-14.57918403468571,2015,10,0
5.8,5,7,921,39,0.6527725209996813,72.5456360308926,116.89201281940097,-86.20959895986239,-49.496496724035495,2006,8,0
4.2,5,5,199,236,0.9819818900508052,114.22016419347446,185.0781470585978,-83.44342020569037,31.19267799897304,1999,6,0
4.4,1,3,720,93,1.0724204205991104,111.81353799493498,9.80099241649188,72.45758067173156,44.77417125249971,2022,12,0
6.6,6,4,954,221,0.35558883406281394,21.73439446140242,51.83355398499245,-76.80495273953044,55.18423472449052,1988,11,1
5.5,1,7,272,203,1.3003593601922185,175.85379830279206,588.5516325047453,70.95278855098283,-154.66748115382944,2022,5,0
6.2,5,2,848,137,1.0124189115001507,33.64765729946045,215.43206237304216,-48.930135524836956,47.172303256337614,1985,8,0
5.5,0,2,261,299,0.028640506638401453,80.14932445764683,184.5967702930787,43.2032040284783,163.1653843612438,1993,3,1
5.5,2,10,827,206,0.19728593663189598,87.86115781807229,296.93278430659814,-34.248015189717826,14.755044790110134,2013,12,0
